snapshot,time,latitude,longitude,chl
before,2024-03-15,54.25,-42.75,0.422111
before,2024-03-15,54.25,-42.5,0.393178
before,2024-03-15,54.25,-42.25,0.433272
before,2024-03-15,54.25,-42.0,0.403701
before,2024-03-15,54.25,-41.75,0.424989
before,2024-03-15,54.25,-41.5,0.413285
before,2024-03-15,54.25,-41.25,0.403919
before,2024-03-15,54.25,-41.0,0.399465
before,2024-03-15,54.25,-40.75,0.354557
before,2024-03-15,54.25,-40.5,0.280984
before,2024-03-15,54.25,-40.25,0.25075
before,2024-03-15,54.25,-40.0,0.240172
before,2024-03-15,54.25,-39.75,0.229686
before,2024-03-15,54.25,-39.5,0.203001
before,2024-03-15,54.25,-39.25,0.207166
before,2024-03-15,54.25,-39.0,0.228566
before,2024-03-15,54.25,-38.75,0.26945
before,2024-03-15,54.25,-38.5,0.272825
before,2024-03-15,54.25,-38.25,0.220195
before,2024-03-15,54.25,-38.0,0.210642
before,2024-03-15,54.25,-37.75,0.205284
before,2024-03-15,54.25,-37.5,0.213235
before,2024-03-15,54.25,-37.25,0.218086
before,2024-03-15,54.25,-37.0,0.220829
before,2024-03-15,54.25,-36.75,0.22638
before,2024-03-15,54.25,-36.5,0.231724
before,2024-03-15,54.25,-36.25,0.233721
before,2024-03-15,54.25,-36.0,0.233576
before,2024-03-15,54.25,-35.75,0.239877
before,2024-03-15,54.25,-35.5,0.255321
before,2024-03-15,54.25,-35.25,0.255626
before,2024-03-15,54.25,-35.0,0.2467
before,2024-03-15,54.25,-34.75,0.308436
before,2024-03-15,54.25,-34.5,0.364494
before,2024-03-15,54.25,-34.25,0.396662
before,2024-03-15,54.25,-34.0,0.392499
before,2024-03-15,54.25,-33.75,0.399578
before,2024-03-15,54.25,-33.5,0.367446
before,2024-03-15,54.25,-33.25,0.3427
before,2024-03-15,54.25,-33.0,0.33114
before,2024-03-15,54.25,-32.75,0.321944
before,2024-03-15,54.25,-32.5,0.323639
before,2024-03-15,54.25,-32.25,0.345565
before,2024-03-15,54.25,-32.0,0.365696
before,2024-03-15,54.25,-31.75,0.363386
before,2024-03-15,54.25,-31.5,0.360576
before,2024-03-15,54.25,-31.25,0.382519
before,2024-03-15,54.25,-31.0,0.405246
before,2024-03-15,54.25,-30.75,0.421903
before,2024-03-15,54.25,-30.5,0.473508
before,2024-03-15,54.25,-30.25,0.460562
before,2024-03-15,54.25,-30.0,0.489502
before,2024-03-15,54.25,-29.75,0.521207
before,2024-03-15,54.25,-29.5,0.53584
before,2024-03-15,54.25,-29.25,0.54951
before,2024-03-15,54.25,-29.0,0.551903
before,2024-03-15,54.25,-28.75,0.541435
before,2024-03-15,54.25,-28.5,0.550293
before,2024-03-15,54.25,-28.25,0.571977
before,2024-03-15,54.25,-28.0,0.594205
before,2024-03-15,54.25,-27.75,0.615982
before,2024-03-15,54.25,-27.5,0.62089
before,2024-03-15,54.25,-27.25,0.616316
before,2024-03-15,54.25,-27.0,0.605871
before,2024-03-15,54.25,-26.75,0.59701
before,2024-03-15,54.25,-26.5,0.612639
before,2024-03-15,54.25,-26.25,0.596142
before,2024-03-15,54.25,-26.0,0.552765
before,2024-03-15,54.25,-25.75,0.511196
before,2024-03-15,54.25,-25.5,0.502446
before,2024-03-15,54.25,-25.25,0.528998
before,2024-03-15,54.25,-25.0,0.563589
before,2024-03-15,54.25,-24.75,0.57756
before,2024-03-15,54.25,-24.5,0.566892
before,2024-03-15,54.25,-24.25,0.55732
before,2024-03-15,54.25,-24.0,0.56548
before,2024-03-15,54.25,-23.75,0.653144
before,2024-03-15,54.25,-23.5,0.755453
before,2024-03-15,54.25,-23.25,0.742992
before,2024-03-15,54.25,-23.0,0.591209
before,2024-03-15,54.25,-22.75,0.471075
before,2024-03-15,54.25,-22.5,0.472997
before,2024-03-15,54.25,-22.25,0.431381
before,2024-03-15,54.25,-22.0,0.340298
before,2024-03-15,54.25,-21.75,0.255379
before,2024-03-15,54.25,-21.5,0.21084
before,2024-03-15,54.25,-21.25,0.213864
before,2024-03-15,54.25,-21.0,0.201562
before,2024-03-15,54.25,-20.75,0.136223
before,2024-03-15,54.25,-20.5,0.098882
before,2024-03-15,54.25,-20.25,0.091455
before,2024-03-15,54.25,-20.0,0.099459
before,2024-03-15,54.25,-19.75,0.110009
before,2024-03-15,54.25,-19.5,0.089255
before,2024-03-15,54.25,-19.25,0.079651
before,2024-03-15,54.25,-19.0,0.095835
before,2024-03-15,54.25,-18.75,0.134603
before,2024-03-15,54.25,-18.5,0.163104
before,2024-03-15,54.25,-18.25,0.173001
before,2024-03-15,54.25,-18.0,0.177356
before,2024-03-15,54.25,-17.75,0.178694
before,2024-03-15,54.25,-17.5,0.179409
before,2024-03-15,54.25,-17.25,0.175502
before,2024-03-15,54.25,-17.0,0.168969
before,2024-03-15,54.25,-16.75,0.148494
before,2024-03-15,54.25,-16.5,0.130924
before,2024-03-15,54.25,-16.25,0.110307
before,2024-03-15,54.25,-16.0,0.095758
before,2024-03-15,54.25,-15.75,0.087667
before,2024-03-15,54.25,-15.5,0.081913
before,2024-03-15,54.25,-15.25,0.076804
before,2024-03-15,54.25,-15.0,0.071528
before,2024-03-15,54.25,-14.75,0.066211
before,2024-03-15,54.25,-14.5,0.062005
before,2024-03-15,54.25,-14.25,0.061537
before,2024-03-15,54.25,-14.0,0.068037
before,2024-03-15,54.25,-13.75,0.069972
before,2024-03-15,54.25,-13.5,0.06085
before,2024-03-15,54.25,-13.25,0.067157
before,2024-03-15,54.25,-13.0,0.059095
before,2024-03-15,54.25,-12.75,0.055042
before,2024-03-15,54.25,-12.5,0.0666
before,2024-03-15,54.25,-12.25,0.077607
before,2024-03-15,54.25,-12.0,0.079961
before,2024-03-15,54.25,-11.75,0.072047
before,2024-03-15,54.25,-11.5,0.068394
before,2024-03-15,54.25,-11.25,0.093971
before,2024-03-15,54.25,-11.0,0.179098
before,2024-03-15,54.25,-10.75,0.333104
before,2024-03-15,54.25,-10.5,0.51255
before,2024-03-15,54.25,-10.25,1.144289
before,2024-03-15,54.25,-10.0,1.644846
before,2024-03-15,54.5,-60.0,
before,2024-03-15,54.5,-59.75,
before,2024-03-15,54.5,-59.5,
before,2024-03-15,54.5,-59.25,
before,2024-03-15,54.5,-59.0,
before,2024-03-15,54.5,-58.75,
before,2024-03-15,54.5,-58.5,
before,2024-03-15,54.5,-58.25,
before,2024-03-15,54.5,-58.0,
before,2024-03-15,54.5,-57.75,
before,2024-03-15,54.5,-57.5,
before,2024-03-15,54.5,-57.25,0.130218
before,2024-03-15,54.5,-57.0,0.122122
before,2024-03-15,54.5,-56.75,0.147408
before,2024-03-15,54.5,-56.5,0.180265
before,2024-03-15,54.5,-56.25,0.226524
before,2024-03-15,54.5,-56.0,0.251391
before,2024-03-15,54.5,-55.75,0.228774
before,2024-03-15,54.5,-55.5,0.225366
before,2024-03-15,54.5,-55.25,0.305173
before,2024-03-15,54.5,-55.0,0.326042
before,2024-03-15,54.5,-54.75,0.298296
before,2024-03-15,54.5,-54.5,0.314785
before,2024-03-15,54.5,-54.25,0.387342
before,2024-03-15,54.5,-54.0,0.472085
before,2024-03-15,54.5,-53.75,0.528299
before,2024-03-15,54.5,-53.5,0.579191
before,2024-03-15,54.5,-53.25,0.647018
before,2024-03-15,54.5,-53.0,0.584293
before,2024-03-15,54.5,-52.75,0.446725
before,2024-03-15,54.5,-52.5,0.421894
before,2024-03-15,54.5,-52.25,0.269881
before,2024-03-15,54.5,-52.0,0.121827
before,2024-03-15,54.5,-51.75,0.175308
before,2024-03-15,54.5,-51.5,0.366393
before,2024-03-15,54.5,-51.25,0.349416
before,2024-03-15,54.5,-51.0,0.366453
before,2024-03-15,54.5,-50.75,0.398843
before,2024-03-15,54.5,-50.5,0.303771
before,2024-03-15,54.5,-50.25,0.291687
before,2024-03-15,54.5,-50.0,0.285007
before,2024-03-15,54.5,-49.75,0.307393
before,2024-03-15,54.5,-49.5,0.357336
before,2024-03-15,54.5,-49.25,0.389975
before,2024-03-15,54.5,-49.0,0.395738
before,2024-03-15,54.5,-48.75,0.384347
before,2024-03-15,54.5,-48.5,0.351077
before,2024-03-15,54.5,-48.25,0.340918
before,2024-03-15,54.5,-48.0,0.358808
before,2024-03-15,54.5,-47.75,0.323925
before,2024-03-15,54.5,-47.5,0.29325
before,2024-03-15,54.5,-47.25,0.285291
before,2024-03-15,54.5,-47.0,0.355229
before,2024-03-15,54.5,-46.75,0.447935
before,2024-03-15,54.5,-46.5,0.417021
before,2024-03-15,54.5,-46.25,0.357067
before,2024-03-15,54.5,-46.0,0.377201
before,2024-03-15,54.5,-45.75,0.427451
before,2024-03-15,54.5,-45.5,0.341937
before,2024-03-15,54.5,-45.25,0.323193
before,2024-03-15,54.5,-45.0,0.289584
before,2024-03-15,54.5,-44.75,0.296162
before,2024-03-15,54.5,-44.5,0.303322
before,2024-03-15,54.5,-44.25,0.280943
before,2024-03-15,54.5,-44.0,0.297954
before,2024-03-15,54.5,-43.75,0.317459
before,2024-03-15,54.5,-43.5,0.324
before,2024-03-15,54.5,-43.25,0.355751
before,2024-03-15,54.5,-43.0,0.408004
before,2024-03-15,54.5,-42.75,0.431147
before,2024-03-15,54.5,-42.5,0.395956
before,2024-03-15,54.5,-42.25,0.432598
before,2024-03-15,54.5,-42.0,0.354895
before,2024-03-15,54.5,-41.75,0.386668
before,2024-03-15,54.5,-41.5,0.36226
before,2024-03-15,54.5,-41.25,0.390396
before,2024-03-15,54.5,-41.0,0.410021
before,2024-03-15,54.5,-40.75,0.373245
before,2024-03-15,54.5,-40.5,0.337928
before,2024-03-15,54.5,-40.25,0.311057
before,2024-03-15,54.5,-40.0,0.247003
before,2024-03-15,54.5,-39.75,0.17246
before,2024-03-15,54.5,-39.5,0.166868
before,2024-03-15,54.5,-39.25,0.167664
before,2024-03-15,54.5,-39.0,0.164057
before,2024-03-15,54.5,-38.75,0.163258
before,2024-03-15,54.5,-38.5,0.221741
before,2024-03-15,54.5,-38.25,0.229269
before,2024-03-15,54.5,-38.0,0.191288
before,2024-03-15,54.5,-37.75,0.175022
before,2024-03-15,54.5,-37.5,0.178315
before,2024-03-15,54.5,-37.25,0.199511
before,2024-03-15,54.5,-37.0,0.21478
before,2024-03-15,54.5,-36.75,0.223491
before,2024-03-15,54.5,-36.5,0.230221
before,2024-03-15,54.5,-36.25,0.234145
before,2024-03-15,54.5,-36.0,0.240466
before,2024-03-15,54.5,-35.75,0.262598
before,2024-03-15,54.5,-35.5,0.293528
before,2024-03-15,54.5,-35.25,0.312572
before,2024-03-15,54.5,-35.0,0.314862
before,2024-03-15,54.5,-34.75,0.296776
before,2024-03-15,54.5,-34.5,0.298601
before,2024-03-15,54.5,-34.25,0.466074
before,2024-03-15,54.5,-34.0,0.347586
before,2024-03-15,54.5,-33.75,0.363687
before,2024-03-15,54.5,-33.5,0.353886
before,2024-03-15,54.5,-33.25,0.344637
before,2024-03-15,54.5,-33.0,0.334535
before,2024-03-15,54.5,-32.75,0.324399
before,2024-03-15,54.5,-32.5,0.324942
before,2024-03-15,54.5,-32.25,0.34108
before,2024-03-15,54.5,-32.0,0.36278
before,2024-03-15,54.5,-31.75,0.371079
before,2024-03-15,54.5,-31.5,0.362641
before,2024-03-15,54.5,-31.25,0.347879
before,2024-03-15,54.5,-31.0,0.335
before,2024-03-15,54.5,-30.75,0.375463
before,2024-03-15,54.5,-30.5,0.451507
before,2024-03-15,54.5,-30.25,0.462101
before,2024-03-15,54.5,-30.0,0.483043
before,2024-03-15,54.5,-29.75,0.499184
before,2024-03-15,54.5,-29.5,0.514955
before,2024-03-15,54.5,-29.25,0.539956
before,2024-03-15,54.5,-29.0,0.570124
before,2024-03-15,54.5,-28.75,0.592806
before,2024-03-15,54.5,-28.5,0.598603
before,2024-03-15,54.5,-28.25,0.589957
before,2024-03-15,54.5,-28.0,0.597359
before,2024-03-15,54.5,-27.75,0.599404
before,2024-03-15,54.5,-27.5,0.591902
before,2024-03-15,54.5,-27.25,0.577688
before,2024-03-15,54.5,-27.0,0.521849
before,2024-03-15,54.5,-26.75,0.474041
before,2024-03-15,54.5,-26.5,0.48628
before,2024-03-15,54.5,-26.25,0.469542
before,2024-03-15,54.5,-26.0,0.427286
before,2024-03-15,54.5,-25.75,0.442719
before,2024-03-15,54.5,-25.5,0.500738
before,2024-03-15,54.5,-25.25,0.575506
before,2024-03-15,54.5,-25.0,0.660281
before,2024-03-15,54.5,-24.75,0.694338
before,2024-03-15,54.5,-24.5,0.67264
before,2024-03-15,54.5,-24.25,0.634473
before,2024-03-15,54.5,-24.0,0.633617
before,2024-03-15,54.5,-23.75,0.725702
before,2024-03-15,54.5,-23.5,0.926442
before,2024-03-15,54.5,-23.25,1.009773
before,2024-03-15,54.5,-23.0,0.959639
before,2024-03-15,54.5,-22.75,0.847963
before,2024-03-15,54.5,-22.5,0.617912
before,2024-03-15,54.5,-22.25,0.389643
before,2024-03-15,54.5,-22.0,0.255937
before,2024-03-15,54.5,-21.75,0.205525
before,2024-03-15,54.5,-21.5,0.180228
before,2024-03-15,54.5,-21.25,0.173552
before,2024-03-15,54.5,-21.0,0.172286
before,2024-03-15,54.5,-20.75,0.144649
before,2024-03-15,54.5,-20.5,0.119221
before,2024-03-15,54.5,-20.25,0.092527
before,2024-03-15,54.5,-20.0,0.075382
before,2024-03-15,54.5,-19.75,0.071969
before,2024-03-15,54.5,-19.5,0.071606
before,2024-03-15,54.5,-19.25,0.071685
before,2024-03-15,54.5,-19.0,0.085856
before,2024-03-15,54.5,-18.75,0.122192
before,2024-03-15,54.5,-18.5,0.154142
before,2024-03-15,54.5,-18.25,0.161664
before,2024-03-15,54.5,-18.0,0.163405
before,2024-03-15,54.5,-17.75,0.166698
before,2024-03-15,54.5,-17.5,0.17031
before,2024-03-15,54.5,-17.25,0.156227
before,2024-03-15,54.5,-17.0,0.150242
before,2024-03-15,54.5,-16.75,0.137847
before,2024-03-15,54.5,-16.5,0.131416
before,2024-03-15,54.5,-16.25,0.124467
before,2024-03-15,54.5,-16.0,0.124686
before,2024-03-15,54.5,-15.75,0.130882
before,2024-03-15,54.5,-15.5,0.139697
before,2024-03-15,54.5,-15.25,0.145396
before,2024-03-15,54.5,-15.0,0.143241
before,2024-03-15,54.5,-14.75,0.130308
before,2024-03-15,54.5,-14.5,0.104709
before,2024-03-15,54.5,-14.25,0.07866
before,2024-03-15,54.5,-14.0,0.071227
before,2024-03-15,54.5,-13.75,0.074753
before,2024-03-15,54.5,-13.5,0.06407
before,2024-03-15,54.5,-13.25,0.065671
before,2024-03-15,54.5,-13.0,0.079919
before,2024-03-15,54.5,-12.75,0.097784
before,2024-03-15,54.5,-12.5,0.108453
before,2024-03-15,54.5,-12.25,0.112099
before,2024-03-15,54.5,-12.0,0.113308
before,2024-03-15,54.5,-11.75,0.111664
before,2024-03-15,54.5,-11.5,0.104618
before,2024-03-15,54.5,-11.25,0.094769
before,2024-03-15,54.5,-11.0,0.101495
before,2024-03-15,54.5,-10.75,0.181626
before,2024-03-15,54.5,-10.5,0.398866
before,2024-03-15,54.5,-10.25,0.737771
before,2024-03-15,54.5,-10.0,0.919468
before,2024-03-15,54.75,-60.0,
before,2024-03-15,54.75,-59.75,
before,2024-03-15,54.75,-59.5,
before,2024-03-15,54.75,-59.25,
before,2024-03-15,54.75,-59.0,
before,2024-03-15,54.75,-58.75,
before,2024-03-15,54.75,-58.5,
before,2024-03-15,54.75,-58.25,
before,2024-03-15,54.75,-58.0,
before,2024-03-15,54.75,-57.75,0.144123
before,2024-03-15,54.75,-57.5,0.142478
before,2024-03-15,54.75,-57.25,0.134948
before,2024-03-15,54.75,-57.0,0.143234
before,2024-03-15,54.75,-56.75,0.182327
before,2024-03-15,54.75,-56.5,0.239625
before,2024-03-15,54.75,-56.25,0.308706
before,2024-03-15,54.75,-56.0,0.326486
before,2024-03-15,54.75,-55.75,0.28786
before,2024-03-15,54.75,-55.5,0.292756
before,2024-03-15,54.75,-55.25,0.398239
before,2024-03-15,54.75,-55.0,0.41809
before,2024-03-15,54.75,-54.75,0.395233
before,2024-03-15,54.75,-54.5,0.44887
before,2024-03-15,54.75,-54.25,0.522658
before,2024-03-15,54.75,-54.0,0.599818
before,2024-03-15,54.75,-53.75,0.61683
before,2024-03-15,54.75,-53.5,0.621826
before,2024-03-15,54.75,-53.25,0.646226
before,2024-03-15,54.75,-53.0,0.616174
before,2024-03-15,54.75,-52.75,0.523568
before,2024-03-15,54.75,-52.5,0.428668
before,2024-03-15,54.75,-52.25,0.329107
before,2024-03-15,54.75,-52.0,0.191989
before,2024-03-15,54.75,-51.75,0.112196
before,2024-03-15,54.75,-51.5,0.207721
before,2024-03-15,54.75,-51.25,0.347135
before,2024-03-15,54.75,-51.0,0.383712
before,2024-03-15,54.75,-50.75,0.397495
before,2024-03-15,54.75,-50.5,0.357909
before,2024-03-15,54.75,-50.25,0.349279
before,2024-03-15,54.75,-50.0,0.304773
before,2024-03-15,54.75,-49.75,0.32945
before,2024-03-15,54.75,-49.5,0.299276
before,2024-03-15,54.75,-49.25,0.248615
before,2024-03-15,54.75,-49.0,0.213831
before,2024-03-15,54.75,-48.75,0.277791
before,2024-03-15,54.75,-48.5,0.342686
before,2024-03-15,54.75,-48.25,0.347482
before,2024-03-15,54.75,-48.0,0.323856
before,2024-03-15,54.75,-47.75,0.297265
before,2024-03-15,54.75,-47.5,0.301338
before,2024-03-15,54.75,-47.25,0.308524
before,2024-03-15,54.75,-47.0,0.319148
before,2024-03-15,54.75,-46.75,0.364065
before,2024-03-15,54.75,-46.5,0.335608
before,2024-03-15,54.75,-46.25,0.330178
before,2024-03-15,54.75,-46.0,0.343317
before,2024-03-15,54.75,-45.75,0.385861
before,2024-03-15,54.75,-45.5,0.344124
before,2024-03-15,54.75,-45.25,0.358141
before,2024-03-15,54.75,-45.0,0.349164
before,2024-03-15,54.75,-44.75,0.369425
before,2024-03-15,54.75,-44.5,0.38369
before,2024-03-15,54.75,-44.25,0.365456
before,2024-03-15,54.75,-44.0,0.346374
before,2024-03-15,54.75,-43.75,0.34045
before,2024-03-15,54.75,-43.5,0.343282
before,2024-03-15,54.75,-43.25,0.34567
before,2024-03-15,54.75,-43.0,0.364297
before,2024-03-15,54.75,-42.75,0.467253
before,2024-03-15,54.75,-42.5,0.418069
before,2024-03-15,54.75,-42.25,0.411865
before,2024-03-15,54.75,-42.0,0.332261
before,2024-03-15,54.75,-41.75,0.337654
before,2024-03-15,54.75,-41.5,0.361886
before,2024-03-15,54.75,-41.25,0.348422
before,2024-03-15,54.75,-41.0,0.339122
before,2024-03-15,54.75,-40.75,0.29313
before,2024-03-15,54.75,-40.5,0.264712
before,2024-03-15,54.75,-40.25,0.214097
before,2024-03-15,54.75,-40.0,0.158399
before,2024-03-15,54.75,-39.75,0.133714
before,2024-03-15,54.75,-39.5,0.13594
before,2024-03-15,54.75,-39.25,0.14621
before,2024-03-15,54.75,-39.0,0.169423
before,2024-03-15,54.75,-38.75,0.204262
before,2024-03-15,54.75,-38.5,0.186511
before,2024-03-15,54.75,-38.25,0.189924
before,2024-03-15,54.75,-38.0,0.162688
before,2024-03-15,54.75,-37.75,0.201643
before,2024-03-15,54.75,-37.5,0.170934
before,2024-03-15,54.75,-37.25,0.180329
before,2024-03-15,54.75,-37.0,0.194173
before,2024-03-15,54.75,-36.75,0.209693
before,2024-03-15,54.75,-36.5,0.238144
before,2024-03-15,54.75,-36.25,0.252814
before,2024-03-15,54.75,-36.0,0.245929
before,2024-03-15,54.75,-35.75,0.241507
before,2024-03-15,54.75,-35.5,0.255964
before,2024-03-15,54.75,-35.25,0.269162
before,2024-03-15,54.75,-35.0,0.269067
before,2024-03-15,54.75,-34.75,0.272966
before,2024-03-15,54.75,-34.5,0.298624
before,2024-03-15,54.75,-34.25,0.351818
before,2024-03-15,54.75,-34.0,0.321494
before,2024-03-15,54.75,-33.75,0.352313
before,2024-03-15,54.75,-33.5,0.358124
before,2024-03-15,54.75,-33.25,0.359881
before,2024-03-15,54.75,-33.0,0.351128
before,2024-03-15,54.75,-32.75,0.34876
before,2024-03-15,54.75,-32.5,0.359829
before,2024-03-15,54.75,-32.25,0.371919
before,2024-03-15,54.75,-32.0,0.373826
before,2024-03-15,54.75,-31.75,0.376645
before,2024-03-15,54.75,-31.5,0.381919
before,2024-03-15,54.75,-31.25,0.38841
before,2024-03-15,54.75,-31.0,0.377169
before,2024-03-15,54.75,-30.75,0.386112
before,2024-03-15,54.75,-30.5,0.448829
before,2024-03-15,54.75,-30.25,0.485422
before,2024-03-15,54.75,-30.0,0.490525
before,2024-03-15,54.75,-29.75,0.492897
before,2024-03-15,54.75,-29.5,0.475248
before,2024-03-15,54.75,-29.25,0.490152
before,2024-03-15,54.75,-29.0,0.541545
before,2024-03-15,54.75,-28.75,0.600189
before,2024-03-15,54.75,-28.5,0.637619
before,2024-03-15,54.75,-28.25,0.636718
before,2024-03-15,54.75,-28.0,0.608454
before,2024-03-15,54.75,-27.75,0.606194
before,2024-03-15,54.75,-27.5,0.525905
before,2024-03-15,54.75,-27.25,0.524512
before,2024-03-15,54.75,-27.0,0.53421
before,2024-03-15,54.75,-26.75,0.47421
before,2024-03-15,54.75,-26.5,0.420135
before,2024-03-15,54.75,-26.25,0.396664
before,2024-03-15,54.75,-26.0,0.401681
before,2024-03-15,54.75,-25.75,0.48387
before,2024-03-15,54.75,-25.5,0.599013
before,2024-03-15,54.75,-25.25,0.701707
before,2024-03-15,54.75,-25.0,0.806652
before,2024-03-15,54.75,-24.75,0.913334
before,2024-03-15,54.75,-24.5,1.003766
before,2024-03-15,54.75,-24.25,0.987668
before,2024-03-15,54.75,-24.0,0.980889
before,2024-03-15,54.75,-23.75,1.071171
before,2024-03-15,54.75,-23.5,1.159952
before,2024-03-15,54.75,-23.25,1.205692
before,2024-03-15,54.75,-23.0,1.112204
before,2024-03-15,54.75,-22.75,0.779753
before,2024-03-15,54.75,-22.5,0.448956
before,2024-03-15,54.75,-22.25,0.265701
before,2024-03-15,54.75,-22.0,0.213722
before,2024-03-15,54.75,-21.75,0.19762
before,2024-03-15,54.75,-21.5,0.160619
before,2024-03-15,54.75,-21.25,0.153549
before,2024-03-15,54.75,-21.0,0.161882
before,2024-03-15,54.75,-20.75,0.152829
before,2024-03-15,54.75,-20.5,0.130433
before,2024-03-15,54.75,-20.25,0.101531
before,2024-03-15,54.75,-20.0,0.077131
before,2024-03-15,54.75,-19.75,0.067465
before,2024-03-15,54.75,-19.5,0.065444
before,2024-03-15,54.75,-19.25,0.067203
before,2024-03-15,54.75,-19.0,0.079796
before,2024-03-15,54.75,-18.75,0.100838
before,2024-03-15,54.75,-18.5,0.113952
before,2024-03-15,54.75,-18.25,0.109343
before,2024-03-15,54.75,-18.0,0.117885
before,2024-03-15,54.75,-17.75,0.146519
before,2024-03-15,54.75,-17.5,0.17907
before,2024-03-15,54.75,-17.25,0.172702
before,2024-03-15,54.75,-17.0,0.145319
before,2024-03-15,54.75,-16.75,0.133718
before,2024-03-15,54.75,-16.5,0.132797
before,2024-03-15,54.75,-16.25,0.14036
before,2024-03-15,54.75,-16.0,0.165659
before,2024-03-15,54.75,-15.75,0.191321
before,2024-03-15,54.75,-15.5,0.21228
before,2024-03-15,54.75,-15.25,0.231859
before,2024-03-15,54.75,-15.0,0.24403
before,2024-03-15,54.75,-14.75,0.247472
before,2024-03-15,54.75,-14.5,0.232082
before,2024-03-15,54.75,-14.25,0.173061
before,2024-03-15,54.75,-14.0,0.106163
before,2024-03-15,54.75,-13.75,0.086273
before,2024-03-15,54.75,-13.5,0.084039
before,2024-03-15,54.75,-13.25,0.088503
before,2024-03-15,54.75,-13.0,0.091976
before,2024-03-15,54.75,-12.75,0.090837
before,2024-03-15,54.75,-12.5,0.091521
before,2024-03-15,54.75,-12.25,0.095534
before,2024-03-15,54.75,-12.0,0.096612
before,2024-03-15,54.75,-11.75,0.095099
before,2024-03-15,54.75,-11.5,0.103496
before,2024-03-15,54.75,-11.25,0.111895
before,2024-03-15,54.75,-11.0,0.113898
before,2024-03-15,54.75,-10.75,0.11118
before,2024-03-15,54.75,-10.5,0.207377
before,2024-03-15,54.75,-10.25,0.458495
before,2024-03-15,54.75,-10.0,0.717218
before,2024-03-15,55.0,-60.0,
before,2024-03-15,55.0,-59.75,
before,2024-03-15,55.0,-59.5,
before,2024-03-15,55.0,-59.25,
before,2024-03-15,55.0,-59.0,
before,2024-03-15,55.0,-58.75,0.106608
before,2024-03-15,55.0,-58.5,0.10423
before,2024-03-15,55.0,-58.25,0.105598
before,2024-03-15,55.0,-58.0,0.114409
before,2024-03-15,55.0,-57.75,0.122312
before,2024-03-15,55.0,-57.5,0.127695
before,2024-03-15,55.0,-57.25,0.138192
before,2024-03-15,55.0,-57.0,0.180811
before,2024-03-15,55.0,-56.75,0.261661
before,2024-03-15,55.0,-56.5,0.345663
before,2024-03-15,55.0,-56.25,0.413666
before,2024-03-15,55.0,-56.0,0.445288
before,2024-03-15,55.0,-55.75,0.413019
before,2024-03-15,55.0,-55.5,0.383673
before,2024-03-15,55.0,-55.25,0.397244
before,2024-03-15,55.0,-55.0,0.440411
before,2024-03-15,55.0,-54.75,0.476592
before,2024-03-15,55.0,-54.5,0.502551
before,2024-03-15,55.0,-54.25,0.510598
before,2024-03-15,55.0,-54.0,0.506273
before,2024-03-15,55.0,-53.75,0.464667
before,2024-03-15,55.0,-53.5,0.391415
before,2024-03-15,55.0,-53.25,0.392054
before,2024-03-15,55.0,-53.0,0.380448
before,2024-03-15,55.0,-52.75,0.313092
before,2024-03-15,55.0,-52.5,0.252129
before,2024-03-15,55.0,-52.25,0.212674
before,2024-03-15,55.0,-52.0,0.165066
before,2024-03-15,55.0,-51.75,0.113672
before,2024-03-15,55.0,-51.5,0.122878
before,2024-03-15,55.0,-51.25,0.223785
before,2024-03-15,55.0,-51.0,0.341539
before,2024-03-15,55.0,-50.75,0.385179
before,2024-03-15,55.0,-50.5,0.264168
before,2024-03-15,55.0,-50.25,0.264088
before,2024-03-15,55.0,-50.0,0.245467
before,2024-03-15,55.0,-49.75,0.247225
before,2024-03-15,55.0,-49.5,0.273238
before,2024-03-15,55.0,-49.25,0.23883
before,2024-03-15,55.0,-49.0,0.160002
before,2024-03-15,55.0,-48.75,0.16421
before,2024-03-15,55.0,-48.5,0.190574
before,2024-03-15,55.0,-48.25,0.202379
before,2024-03-15,55.0,-48.0,0.245156
before,2024-03-15,55.0,-47.75,0.286148
before,2024-03-15,55.0,-47.5,0.298726
before,2024-03-15,55.0,-47.25,0.291552
before,2024-03-15,55.0,-47.0,0.286359
before,2024-03-15,55.0,-46.75,0.273578
before,2024-03-15,55.0,-46.5,0.232089
before,2024-03-15,55.0,-46.25,0.272354
before,2024-03-15,55.0,-46.0,0.323408
before,2024-03-15,55.0,-45.75,0.33229
before,2024-03-15,55.0,-45.5,0.31854
before,2024-03-15,55.0,-45.25,0.31149
before,2024-03-15,55.0,-45.0,0.33459
before,2024-03-15,55.0,-44.75,0.361582
before,2024-03-15,55.0,-44.5,0.368178
before,2024-03-15,55.0,-44.25,0.36265
before,2024-03-15,55.0,-44.0,0.35713
before,2024-03-15,55.0,-43.75,0.358171
before,2024-03-15,55.0,-43.5,0.34838
before,2024-03-15,55.0,-43.25,0.346019
before,2024-03-15,55.0,-43.0,0.400734
before,2024-03-15,55.0,-42.75,0.489015
before,2024-03-15,55.0,-42.5,0.462361
before,2024-03-15,55.0,-42.25,0.397847
before,2024-03-15,55.0,-42.0,0.362072
before,2024-03-15,55.0,-41.75,0.36737
before,2024-03-15,55.0,-41.5,0.371143
before,2024-03-15,55.0,-41.25,0.346626
before,2024-03-15,55.0,-41.0,0.35927
before,2024-03-15,55.0,-40.75,0.320806
